contest_number,questions,caption_choices,label,,,,,,,
648,['Why is the magician shredding the paper?'],"A) Here's a trick I learned from my lawyer.
B) Coffee and doughnuts. No wonder they're endangered.
C) Welcome to Mechanics Anonymous.
D) I don't need therapy, I just need the remote!
E) So, which one of you varmints is mine?",A,,,,,,,
457,['Why is the man in a suit there?'],"A) Anything to declare?
B) It needs a feisty female detective.
C) Your last job sounds terrible.
D) This IS my inner self!
E) Well, then, it's unanimous.",C,,,,,,,
454,"['Why is there barbwire along the fence?', 'Where are the golden gates?']","A) Anything to declare?
B) Because they don't need to be nailed to my feet, that's why.
C) Did you just order 100 cheese pizzas?
D) It’s my extended family.
E) The doctor said it will eventually just go extinct.",A,,,,,,,
529,['How is the man climbing nothing?'],"A) Of course I understand the gravity of the situation.
B) He's been suspended indefinitely.
C) Try to look housebroken.
D) Needs dressing.
E) We're trying to teach him not to beg at the table.",A,,,,,,,
244,['What is that alligator doing there?'],"A) Well, you are sixty-per-cent water.
B) You pulled ahead of ""guy banging on a pot"" but ""couple making love with the drapes open"" is still way ahead.
C) I feel a vibration. Can you call my cell phone again?
D) What disease are you crawling for?
E) She thinks her bomb bay makes her look fat.",C,,,,,,,
620,['What does this mean?'],"A) Tell me about a difficult situation you've been in and what you did to get out of it.
B) I got a ""You're a good girl. Yes you are"" on my performance review.
C) Forgot my underwear, shirt, suit, belt, tie, and watch.
D) It's the only way Delta lets you redeem their vouchers
E) Are you sure the boss is cool with this? It took him six days to make.",E,,,,,,,
519,['What are the birds thinking?'],"A) Your cheeseburger is on the loading dock.
B) Sorry, boy, but you know how it is with them peel 'n�?eat shrimp.
C) Ice fishing and skydiving—who says they don't go together?
D) Oh dear, that's my wife! Act casual.
E) It took us years to get somebody in the inside.",E,,,,,,,
612,['Why are the outlines of animals and not just people?'],"A) Can we make this quick? I gotta keep moving.
B) Let Table Seven know that there will be a slight delay on the risotto.
C) It's Kansas, m'am. Evolution is a crime.
D) Just get plenty of water and sunlight.
E) It gets chilly at night in the desert.",C,,,,,,,
508,['Why is the shark being investigated for a crime?'],"A) Do YOU remember what you had for lunch last Thursday?
B) Why do I always get stuck behind the slow planets?
C) Aye, they'll be baskets of treasure for us upon Easter island.
D) We're really looking for someone with more lab experience.
E) Last call? You have no idea.",A,,,,,,,
71,['Why did the patient get split apart?'],"A) So much for starting over in a new city.
B) Damn. Now I'm kinda hungry.
C) I may be a little prick, but at least I'm not a giant pussy.
D) Let's just keep an eye on it for a while.
E) I miss you too, Aunt Maude, but we were hoping to speak with Mr. Jobs.",D,,,,,,,
412,['Why are they on the island together?'],"A) A Citation? Is it for bravery?
B) I'm sorry, but I used all my condoms to make balloon animals.
C) Shall I keep reading?
D) Well, it suits you better than the president costume.
E) Didn't I say you wouldn't be the only one wearing a suit?",B,,,,,,,
503,['Why is Santa pulling the sleigh full of reindeer and not the other way around?'],"A) This will go down in history.
B) No, I will not push you again.
C) Actually, the preferred term is ‘adventure surgery�?
D) Will you be needing any more of me, sir?
E) Well of course they don't exist. Now.",A,,,,,,,
562,['Why is both fish and bird in the same environment (air or water) at the same time?'],"A) Let me start by welcoming you all to Narcoleptics Anonymous.
B) I identify as fish
C) So this is your idea of treating me like a queen?
D) O.K., they're yours, but I still don't know where you got that fourth ace.
E) Ask again if anyone turned in a phone.",B,,,,,,,
474,['Why is the man planting paper?'],"A) The third quarter is going to be delicious.
B) Yes, but just a couple of meads, probably more than an hour ago.
C) Tom, I think you should stop shouting ‘Bombs away!�?every time you drive the ball.
D) I dreamt last night that some day judges might just require a small plastic bracelet
E) Home�?is there really no place like it? Who’d like to start?",A,,,,,,,
585,['What does the boy wish for?'],,,,,,,,,
B) I wish they would just go back to tapping our phone lines.,,,,,,,,,,
C) I went ahead and fixed the bagel setting,,,,,,,,,,
D) Neither the time nor the place,,,,,,,,,,
E) Well,,,,,,,,,,
583,['What did the man do?'],"A) O.K., now do a tragedy.
B) Let's see him check his phone during a meeting now.
C) That's it. I'm returning those narciscissors today!
D) Lunch is on me.
E) Frank called to say he'll be late, he's stuck at the office.",B,,,,,,,
673,['Why is the man in the tower with long hair not a woman like in the fable?'],"A) It's been tested on humans.
B) The people who lived here before had lions.
C) Ok you can go down one more time but then you have to save me
D) Have you tried saying, ""Down, boy""?
E) You're the one who said I wasn't eating enough fiber.",C,,,,,,,
480,['Why does the man have a balloon?'],"A) I want a raise.
B) But I have to warn you, carpal tunnel here is a bitch.
C) It's quite common, Senator. Most politicians are filled with hot air.
D) If anybody calls, I'm not here.
E) That's why they call him The Kid.",E,,,,,,,
760,['Why is the waiter bringing the couple garbage?'],"A) I see our time is almost up.
B) To be fair you did say you wanted what you had last night
C) I feel a vibration. Can you call my cell phone again?
D) Do YOU remember what you had for lunch last Thursday?
E) Let's not mistake his confidence for leadership.",B,,,,,,,
515,['What caused their injuries.'],"A) I see our time is almost up.
B) He's not brave. It's deer season.
C) I wanted you to meet our colon specialist before we miniaturized him.
D) Please try not to stare at his disproportionately short right arm.
E) He's never seen a duel before, only heard one.",A,,,,,,,
140,['Where are they going?'],"A) When the moon's in the sky like a big winking eye, that's emoji.
B) We could also go with a chandelier.
C) Because it's not there.
D) Try counting rats.
E) Forget Oregon. I'm going to Vegas.",E,,,,,,,
78,['How did the couple end up in the same cell together?'],"A) Things just weren't working out for him on Wall Street
B) Ever think about kids?
C) Stop fighting it, kid—everyone eventually sings in the shower.
D) I tend to complicate simple things.
E) If I am lying then let God strike me dead!",B,,,,,,,
533,['Why are they eating at a subway?'],"A) A strike sends us home early.
B) I sense there's a lot more below the surface.
C) Anything to declare?
D) Now that I met your family, I want you to meet mine.
E) Before this I was a bus-boy.",E,,,,,,,
668,['What does he want with the princess?'],"A) Look, damsels say all sorts of things in distress.
B) You promised me you would stop after you lost your arm from that paper cut!
C) I was married once. Didn't work out. She was a tart.
D) The operation went well—you're one tough cookie.
E) You're not supposed to mix Ambien and Quadrophenia.",A,,,,,,,
736,"['Did the alligator eat the original owner of the cap?', 'Why is the alligator wearing a propeller hat?']","A) You know how it is—first you buy the giant-screen television, then nothing else seems to match.
B) Duck? No, I ordered roast beef.
C) I hate the way corporate thinking has taken over surfing, man.
D) Toasted sesame is way different than open sesame and you know it.
E) Evolve already.",E,,,,,,,
658,['When did the animals become this intelligent?'],"A) It was free, but the shipping cost me an arm and a leg.
B) Once you tell them to sit and stay, they actually get a lot of work done.
C) Would you like that straight up, on the rocks, or sprayed directly in your face?
D) This should keep Emily from running to our bed every time she has a bad dream.
E) He's brooding again.",B,,,,,,,
252,['Why are there arrows in the office?'],"A) There's red carpets in them thar hills!
B) This better be good. That floor was waxed last night!
C) Looks like I'm going to have to cancel my High Noon.
D) Joe, do you understand the gravity of the situation?
E) When you don't want one, they're everywhere.",C,,,,,,,
255,['Why are people using sock puppets here?'],"A) Welcome to paradise. I take it he won another term.
B) I'd like to try group therapy with a different group.
C) Robin totalled the Batmobile—again!
D) You need an agent, not a counsellor.
E) If I'm not back at the maze by eight, my wife reels in the damn string.",D,,,,,,,
392,"['Why is the Hulk at a yoga class?', 'Why is the Hulk attacking the man?']","A) Well, then, it's unanimous.
B) GIVE HULK TRANQUILITY NOW!
C) Harry, the whole point of leaving England was to blend in.
D) It’s my extended family.
E) Got anything besides Tang?",B,,,,,,,
443,['Why are the bowling pins so huge?'],"A) I only glanced down at my phone for a second.
B) Remember that domino factory?
C) I knew they were smart. I didn't know they were sarcastic.
D) And then I find out all the king's horses and all the king's men are out-of-network.
E) Keep your eye out for a blond kid with a laser pointer.",B,,,,,,,
602,['What is wrong with the gingerbread man?'],"A) The time is 11:59. You have one minute to check out.
B) You need an agent, not a counsellor.
C) The doctor said it might help me quit.
D) Guess who's getting voted off the island.
E) The operation went well—you're one tough cookie.",E,,,,,,,
556,['What is the woman trying to protect herself from?'],"A) Have you tried turning it off and back on again?
B) You will still get nowhere—it will just take longer.
C) Is that a new outfit?
D) Do you think we should add a password?
E) I hate it when you bring work home.",C,,,,,,,
351,['What is the farmer saying to the woman on the train?'],"A) The specials are coming out a little greasy.
B) You need an agent, not a counsellor.
C) They only want the starter.
D) It says Martha Stewart once lived here.
E) Come on! Do you have any idea how long it took to get through the turnstiles?",E,,,,,,,
622,['Why is there a man BBQing in a subway car?'],"A) If you want cheese, you'll have to stay on until 59th Street.
B) He's his own best friend.
C) Tell me about a time you identified a problem that others didn't see coming.
D) Now don't you wish you hadn't done so many helium shots?
E) Anything to declare?",A,,,,,,,
562,['What are they talking about?'],"A) Let me start by welcoming you all to Narcoleptics Anonymous.
B) I identify as fish
C) So this is your idea of treating me like a queen?
D) O.K., they're yours, but I still don't know where you got that fourth ace.
E) Ask again if anyone turned in a phone.",B,,,,,,,
679,['What are the two talking about?'],"A) It's Kansas, m'am. Evolution is a crime.
B) If they were seeking peace, they would have sent olive branches.
C) My pets found out they were adopted.
D) You should see how excited he gets when I pick him up at baggage claim.
E) They won't laugh when I slide into second base.",B,,,,,,,
693,['Why is the mouse so smart and wearing a jetpack?'],"A) I'm sorry, this is Tic-Tac-Toe—applications for Hangman are down the hall.
B) If they were seeking peace, they would have sent olive branches.
C) I didn't realize that 'riding shotgun' was an actual thing.
D) Yes, that's cool. But it's not statistically significant.
E) He said you ate his homework.",D,,,,,,,
708,['Why is the knight present?'],"A) He's the cutest little thing, and when you get tired of him you just flush him down the toilet.
B) Frankly, your brochure is a bit misleading.
C) Fine—next time you slay the dragon and I'll cook.
D) My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...
E) This is why I suggested a threesome.",C,,,,,,,
565,['Is the patient upset about the clipboard?'],"A) What we have here is a reptile dysfuntion.
B) Or we go to Plan B and slip something in his coffee.
C) You were with Ringling Brothers? I was with Lehman Brothers.
D) "" I can only make out : ' ... is required IMMEDIATELY ' .
E) You're the one who left your fertility drugs on the counter!",D,,,,,,,
166,['Why are the mummies lying in bed together?'],"A) He's the advertising executive. Let him come up with a caption.
B) ‘No, no—you're the archeologist this time!
C) If you think this is annoying, just wait. In a few miles, they switch to binary.
D) Turns out this IS my first rodeo.
E) He's brooding again.",B,,,,,,,
503,['Why is Santa pulling the sleigh?'],"A) Career-wise, my mistake was misunderstanding the term ‘Wall Street guru.�?B) Take away the computers and they’re just sitting ducks.
C) I am Spartacab.
D) He said you ate his homework.
E) Our contract has a subordinate Claus.",E,,,,,,,
658,['Why are the dogs working with the humans?'],"A) We're not the only ones that could use a shave.
B) I don't like the way Adam looks at you.
C) I got a ""You're a good girl. Yes you are"" on my performance review.
D) This is more practical for work, but the zebra is just so fun.
E) We don’t forgive those who trespass against us.",C,,,,,,,
434,['Why was the captain angry?'],"A) I could've made that!
B) No one here seems to know Jack.
C) I’ve a feeling we’re also not in Nantucket.
D) I'm not bringing work home anymore.
E) We met at the mini bar.",C,,,,,,,
324,['Why does he have horns?'],"A) This is more practical for work, but the zebra is just so fun.
B) Once you tell them to sit and stay, they actually get a lot of work done.
C) Now let's see 'em walk off with the bathroom key!
D) The pen is mightier, but that looks awesome.
E) Oddly enough, it's the Capri pants that I hear about the most.",E,,,,,,,
582,"['Are the people on the bike speaking to each other on their cell phones?', 'Why would they choose a bike that long to ride?']","A) You can't imagine what it's like to have someone stare at your chest and never look you in the eye.
B) I’ve decided to redecorate.
C) Yes sir, a martini for you and a screwdriver for the monster.
D) This guys wife lets him drink on the plane!
E) I'll order. You pick up.",E,,,,,,,
207,"[""How is the man's leg curling around?""]","A) They keep watch on the offshore accounts.
B) That won't fly in here.
C) Another nasty hokeypokey injury!
D) I recommend the trout.
E) Stay back! They may have gluten!",C,,,,,,,
247,['Why is the barrel of monkeys so huge?'],"A) If you turn the binoculars around, the problem pretty much goes away.
B) I see fashion's dead, too.
C) I was young and needed the money.
D) They'd probably be more fun if the barrel had air holes.
E) Three yea's, six ney's, and Anderson is still up in the air on this one.",D,,,,,,,
402,['Why are there cave paintings of deer on the grass?'],"A) You could at least bark.
B) Me thought Ugg just bad artist.
C) I bet the bride of Frankenstein gets to cuddle.
D) Sharks are biting on gabardine today. Polyester should be O.K.
E) He has a summer job as a scarecrow.",B,,,,,,,
11,"['What did the man do?', 'What is the man saying?']","A) Typical client—wants a damn Parthenon on a Stonehenge budget.
B) Gee, you guys really are having trouble meeting your recruitment quota!
C) And, if you open the window, the view will take your breath away.
D) Be careful not to overwind - it can cost us overtime.
E) This may burn a little.",B,,,,,,,
585,"['Why is the Genie coming out of a toaster?', 'What is the Genie saying?']","A) All that work to die a virgin.
B) Will No. 3 please step forward and achieve satori.
C) Could you please rub the coffee pot? I need to talk to my wife.
D) I think my wife is having us tailed.
E) And at what point did they threaten to beat the stuffing out of you?",C,,,,,,,
627,['Why are they eating outside of a window?'],"A) He identifies with the oppressor.
B) I was actually hoping for a boy.
C) On second thought let's skip the play.
D) Please hold your applause—there are eighteen more minutes of this.
E) Table for two, by the window. Is there a problem?",E,,,,,,,
142,['Why is there a car in the house?'],"A) Robin totalled the Batmobile—again!
B) Read quickly. These are really heavy.
C) Why can't he take a limo like the rest of us?
D) I'm really more of a painter-gatherer.
E) I'm sorry. I've been burned too many times.",C,,,,,,,
591,['Was the man forced to go into the bath tub?'],"A) Well, your profile pic doesn't look much like you either.
B) Well I have to go, my ride is here.
C) I'm more of a rat person.
D) I don't need your approval. I just need you to tie the laces.
E) No, you’ll still be conflicted but you’ll smell better.",E,,,,,,,
511,['What are they doing?'],"A) It appears that even the window washers are using steroids.
B) I'm a big person. It only looks smaller.
C) I'm working my way up to a sex-change operation.
D) Maybe His Highness should make reservations next time.
E) GIVE HULK TRANQUILITY NOW!",B,,,,,,,
40,['What is that snow globe doing there?'],"A) Personally, I think Prozac is a lot easier.
B) I wish you’d go back to doing self-portraits.
C) I thought our sex life was a train wreck.
D) Well, that was abominable.
E) Don't tell me it's halftime already.",D,,,,,,,
516,['Is someone trying to kill the man?'],"A) You're both dummies!
B) I'll always consider this home.
C) If I am lying then let God strike me dead!
D) I'm always amazed these things actually fly.
E) You’re supposed to be on the other shoulder.",C,,,,,,,
566,['Why is there a well-dressed man petting a cat on a pirate ship?'],"A) You always get like this when there's a full Earth.
B) We'll see how affectionate he is when he finds out who ate his parrot.
C) You knew your wife might remarry.
D) It says Martha Stewart once lived here.
E) Kinda puts going to the vet in perspective, doesn't it?",B,,,,,,,
58,['Why is the bedroom in a cubicle office environment.'],"A) By the way, we are not allowed to show the face or image of No. 6.
B) Yeah? Well I'm also a fish out of Scotch.
C) They didn't say who...they just said one of us won't be here in the spring...
D) I can evolve.
E) Sooner or later, you're going to have to learn your way to the bathroom yourself.",E,,,,,,,
541,['why is death dressed like that?'],"A) We're gonna need a bigger spear.
B) Six rounds. Nine lives. You do the math.
C) It was a very hostile takeover.
D) It would work beautifully in that space we have between the forest edge and the highway.
E) Well, if it isn't the Gym Reaper.",E,,,,,,,
720,"['Who is the women having a glass of wine on the mountain?', 'Will Sisyphus ever find release from his turmoil?']","A) Looks like another side-rise is springing up.
B) I don't care what planet they are from, they can pass on the left like everyone else.
C) Yeah, I didn't have time to change clothes after work, either.
D) You think that's punishment? Try an eternity of listening to pickup lines.
E) I am entertaining a motion to evacuate. Do I hear a second?",D,,,,,,,
525,"['Why is the crib on top of tires?', 'Why are the tires so huge?']","A) Or we go to Plan B and slip something in his coffee.
B) You’re right. We’ll need a second stimulus plan.
C) You think that's punishment? Try an eternity of listening to pickup lines.
D) Mind if I cut through?
E) He's over tired.",E,,,,,,,
565,['Is the patient upset about the clipboard?'],"A) Good news. We found a match.
B) I see you are unfamiliar with French Mythology.
C) It's called a ""pet.""
D) It's never over easy.
E) Damn, I loved that giraffe.",A,,,,,,,
427,['Why is there a baker here feeding zombies cookies?'],"A) Get over it. You're not an old cowhand, you're Irving Goldstein from Brooklyn.
B) I miss the screaming.
C) Things just weren't working out for him on Wall Street
D) You don't need English on every shot.
E) Let’s hope for some nut allergies.",E,,,,,,,
381,['Why is the woman racing the man up the hill with a baby carriage?'],"A) You think that's impressive? Wait 'til we get to the lake.
B) Just lean in.
C) Ever have the feeling you forgot to turn something off?
D) Really, voting him off the island was enough.
E) I liked my old spin class better.",B,,,,,,,
708,['Why is a knight in the kitchen?'],"A) He's the cutest little thing, and when you get tired of him you just flush him down the toilet.
B) Frankly, your brochure is a bit misleading.
C) Fine—next time you slay the dragon and I'll cook.
D) My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...
E) This is why I suggested a threesome.",C,,,,,,,
592,['Why are there a bunch of ducks at computers?'],"A) It's gonna be one of those long nights of playing devil's advocate.
B) Do you ever want to wring your own neck?
C) Pack your things, Benson, adult swim is over.
D) Invite them in if you want to get rid of them.
E) I knew I should have had that alarm installed when I got you.",B,,,,,,,
531,['Why are the giraffes inside a house?'],"A) Fine, but no flash photography.
B) If he's elected, we're going to have a tough time proving we weren't born in Africa.
C) Don't worry, Ken's in stocks. You'll be working in bonds.
D) Isn't it true, Mr. Bear, that you were in bed with my client on the night in question?
E) We'll really miss you.",B,,,,,,,
164,['Why are there so many goats?'],"A) Could you bring me back a goat?
B) I think it's important for them to hear both sides of the debate.
C) Are you sure the boss is cool with this? It took him six days to make.
D) Listen, Satan, can I call you back?
E) I got a ""You're a good girl. Yes you are"" on my performance review.",A,,,,,,,
678,['How did the giraffes twist their necks together?'],"A) Oh dear, that's my wife! Act casual.
B) Seriously, you wouldn't believe my seats.
C) He's a temp.
D) Frankly, Sheila, I find this the most awkward part of our divorce agreement.
E) Oh, hey, I almost didn't recognize you outside of work.",A,,,,,,,
688,['What is the paper coming out of his pocket?'],"A) This is the most advanced case of Surrealism I've seen.
B) Damn. Now I'm kinda hungry.
C) Honey, I told you the whole world is headed to the Cape this weekend.
D) I remember them from last year. They must be perennials.
E) I was stationed at CVS during the war on drugs.",E,,,,,,,
566,['Why is the man petting the cat on the ship?'],"A) Listen, I've got to run.
B) He calls it Ishmeow.
C) I could've made that!
D) Due to financial difficulties, several board members have taken on additional duties.
E) Oh god, Jerry, enough, the divorce is final.",B,,,,,,,
427,['Is he going to offer the zombies a cookie?'],"A) We asked the flooring company for red tiles, but it autocorrected to rep-tiles.
B) But first, an amuse-bouche?
C) The time is 11:59. You have one minute to check out.
D) Okay, okay. Fine, I'll fill out the census.
E) Growth has exceeded our projections.",B,,,,,,,
714,"['Why is there a cat on top of the beach ball?', 'How can the cat stay on top of the beach ball while the ball is moving?']","A) You're right. It is easier with the ball.
B) That's perfect. Get out the treats.
C) It just looked so uncool to wear a seat belt in the Batmobile.
D) Oh, look. The Nelsons have their own gravity now.
E) I admire your restraint.",A,,,,,,,
698,['Is the man actually a king?'],"A) Harry, the whole point of leaving England was to blend in.
B) Now let's see 'em walk off with the bathroom key!
C) It's never over easy.
D) And make mine a decaf.
E) Take the commission, Hon, and you can paint full time.",A,,,,,,,
569,['Why is the man cannonballing into the people?'],"A) He's been suspended indefinitely.
B) Linda suddenly realized she had entered the hallucinatory phase of her low-carb diet.
C) I'm always amazed these things actually fly.
D) We have a stalker.
E) If that's a courtship display, I think I know how we go extinct.",A,,,,,,,
565,['Why is the piece of paper on fire?'],"A) What we have here is a reptile dysfuntion.
B) Or we go to Plan B and slip something in his coffee.
C) You were with Ringling Brothers? I was with Lehman Brothers.
D) "" I can only make out : ' ... is required IMMEDIATELY ' .
E) You're the one who left your fertility drugs on the counter!",D,,,,,,,
83,['Why are those household objects so big?'],"A) Whatever you do, don't agree to play hide-and-seek with him.
B) Everyone is equally welcome here. But you need to leave.
C) Great wedding—what's for dessert?
D) I'm just glad we don't make lingerie.
E) Would anyone like 1/68th of a piece of toast?",E,,,,,,,
756,['What is the doctor writing?'],"A) You ordered from the wrong Amazon.
B) Does this make me look middle aged?
C) Hmm. I'm beginning to see a pattern.
D) I'm just saying, I can see why the 'brief'case is more popular.
E) First, welcome to Pisa.",C,,,,,,,
734,"['What is the mobster trying to do to this man?', 'What is the mobster saying to the man?']","A) Do I hear a motion for less disclosure?
B) Looks like you boys could use some water.
C) This your last chance to come clean.
D) I know a specialist, but he's in prison.
E) I'm sorry. I've been burned too many times.",C,,,,,,,
388,['Why is the golfer there?'],"A) Hootie IS the blowfish.
B) If you'd like, I can have the sommelier drag over the wine list.
C) We never should have sold those air rights, Ed.
D) Sorry, but I have to play it where it lies.
E) If I go, page 4 of our report goes with me.",D,,,,,,,
333,['Where is the man from?'],"A) We decided on separate vacations this year.
B) The new rug arrived, but there's some assembly required.
C) He's the advertising executive. Let him come up with a caption.
D) One last thing ...
E) Your father's last wish was for you to succeed him as chairman.",C,,,,,,,
326,['Why does the man have a pistol in his hand?'],"A) The window cleaner brings a pastry.
B) My liege, Albuquerque is yours.
C) Just how revealing are ink blots?
D) Sorry, boy, but you know how it is with them peel 'n�?eat shrimp.
E) I did the choreography myself.",C,,,,,,,
355,['Why is the turkey dressing up?'],"A) So much for the suggestion box being anonymous
B) I think the hormones are kicking in.
C) This better be good. That floor was waxed last night!
D) It's down the hall, but don't fall in.
E) Now he breaks stereotypes instead.",B,,,,,,,
577,['What is the vendor doing in there?'],"A) I just think it sends the wrong message.
B) I guess I misunderstood when you said long bike ride.
C) When I said I wanted some concessions, this is not what I had in mind.
D) Well, it's another thrilling night at the Samsas�?
E) Well, it's not my fault booty revenues are down this quarter.",C,,,,,,,
734,"['What is the mobster trying to do to this man?', 'What is the mobster saying to the man?']","A) Yeah, but the weirdest thing was, once he built it, I suddenly felt compelled to give him a list of things to do around it.
B) You are a lot bigger in person.
C) Yeah? Well I'm also a fish out of Scotch.
D) It was a partially dark and stormy night.
E) I don't have to. Your neighbor downstairs is going to kill you.",E,,,,,,,
704,['Why are the men wearing the tubas?'],"scene: office description: A man stands in front of an open elevator and there are two men inside. The two men inside the elevator are wearing suits and have large tuba instruments wrapped around their body. One of the two men wearing a tuba has glasses and the other has a worried look on his face. uncanny: Tuba instruments are large and you don't see people carrying them around their waists as they ride elevators. entities: Background_music#Elevator_music, Elevator, Tuba. choices A: So that was his name. B: I keep telling him, 'For God’s sake, put down the whip, she has a learning disability.�?C: I am useless until I have my morning turkey. D: Don't worry. We know how to conduct ourselves. E: The back of my head is up here, Tom."," """"Don't worry. We know how to conduct ourselves.""""",,D,1,c7112017cf4de2b1157bdba4231b9216,"A) So that was his name.
B) I keep telling him, 'For God’s sake, put down the whip, she has a learning disability.�?C) I am useless until I have my morning turkey.
D) Don't worry. We know how to conduct ourselves.
E) The back of my head is up here, Tom.",,
647,"['How is a snow skier able to ski and jump a ramp on a lake?', 'What is the snow skier saying to the waterskier?']","A) He's been on that same story for hours. I'm beginning to think he can't read.
B) He just walked by like he thinks we don't exist.
C) I don't know how to tell him it's not his.
D) So that's where all of the coffee filters went.
E) This was so much more awkward before Craigslist.",B,,,,,,,
13,['Why is that man dressed like that?'],"A) Okay. Now you be the naughty mosquito, and I'll be the tormented sporting goods salesman.
B) I'm always amazed these things actually fly.
C) I didn't know what you were serving, so I brought white.
D) They only want the starter.
E) Another nasty hokeypokey injury!",A,,,,,,,
236,['What are they talking about?'],"A) I'll take it from here, Marlowe.
B) All I'm saying is that the science isn't necessarily conclusive.
C) Did you put 3,250 pounds of 'fresh mackerel' on my credit card?
D) Fortunately, they only cover one per cent of the island.
E) I recommend the trout.",C,,,,,,,
182,['Why are the cats piled up like this?'],"A) The way I see it, I'm the miner, and you're the canary.
B) No one expects an immaculate conception until it happens to him.
C) Yes, Officer, they say he was about six feet four, with pointy ears and abnormally short arms.
D) Why not? We defy every other law.
E) What you've got there is a red herring.",C,,,,,,,
208,['Why are they trying to row a car?'],"A) Stop complaining. I can be used as a flotation device.
B) Well, I really must be staying.
C) You know, everyone laughed at Noah, too.
D) Honey, be nice... he's under a lot more pressure.
E) Is it too late to cancel the salmon?",C,,,,,,,
7,"['Where are these people if Earth is in the background?', 'What is the man saying to the woman?']","A) It’s always a problem for us when a crime is committed on Halloween.
B) Look, it's right here - ""cheese sold separately""
C) Consider the effect of recoil.
D) Relax, honey—everybody gets buyer's remorse
E) Neither the time nor the place, Doug!",D,,,,,,,
343,['Why is the man pointing at the carriage?'],"A) It's a perfect likeness, George. Right down to the hot air.
B) You can tell the judge why you were doing CX in a XXV.
C) Abandon cup!
D) Besides being a stick, what is your greatest weakness?
E) The window cleaner brings a pastry.",B,,,,,,,
412,['Why is a dominatrix on an island with a clown?'],"A) It's the closest you'll get to Manhattan in your price range.
B) I don't know about you, but I can't wait for this day to end.
C) Can't I just laugh till it hurts?
D) I say we start the meeting without him.
E) Yes, but just a couple of meads, probably more than an hour ago.",C,,,,,,,
336,['Why is the man dressed up as a woman on the picture on stage?'],"A) I'll take a cab.
B) As an icebreaker, let's all share one interesting thing about ourselves. I'll start.
C) You're in trouble when we get to the bicycles.
D) Is it too late to cancel the salmon?
E) GIVE HULK TRANQUILITY NOW!",B,,,,,,,
670,['Why is a man wearing a full suit of metal armor while trying to write a bike?'],"A) Once they choose their queen, honey, it's really hard to change their minds.
B) To be fair you did say you wanted what you had last night
C) If you ignore them, they go away.
D) It's just until I can afford health insurance.
E) We call it Shark Tank Therapy.",D,,,,,,,
591,['Why is there a man in a tub in a therapy office?'],"A) I don't like the way Adam looks at you.
B) Then maybe you should just tell me what you want for your birthday instead of saying you don't care.
C) My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...
D) And Bob here came to us from a jewelry box.
E) I knew I heard espresso shots.",C,,,,,,,
263,['Why is the man up there on the ceiling?'],"A) No, actually I fell off the wagon.
B) We're out of that too.
C) I support our troops as much as the next guy, but do we have to let them play through?
D) You need to cut your toenails.
E) I'm a big person. It only looks smaller.",D,,,,,,,
742,"['Why did the man decide to do his cooking in the museum?', 'What is the man yelling at the guy on the left?']","A) I switched from Pantene to Dove
B) It's all the Witness Protection Program would offer him.
C) Let's let him keep your ball.
D) That's not how artist-in-residence works.
E) Except here it's always good cop, good cop.",D,,,,,,,
184,['Why are there chalk outlines of people on the barroom floor?'],"A) No, my wife served the papers personally.
B) So what makes you think we need a health inspector?
C) Perhaps we should reduce the dosage.
D) Now who's laughing all the way.
E) The good news is all the pieces fit.",B,,,,,,,
715,['How did he get cracked?'],"A) Hey! My eyes are down here.
B) Hmm. I'm beginning to see a pattern.
C) The recipe said 'One egg, beaten.' I was lucky to get out alive.
D) "" I can only make out : ' ... is required IMMEDIATELY ' .
E) Hey! Who ya gotta pray to to get a drink around here?",C,,,,,,,
494,['Why is there a therapist there at a football game?'],"A) But first, an amuse-bouche?
B) Okay. Now you be the naughty mosquito, and I'll be the tormented sporting goods salesman.
C) You're right; it's a trap.
D) Meet Trump's nominee for the Centers for Disease Control.
E) No, just hear him out. Maybe we are being too defensive.",E,,,,,,,
384,['Why is there a monster outside the window of an office?'],"A) Why can't he take a limo like the rest of us?
B) Call security and tell them to circle the wagons!
C) You're both dummies!
D) He has a summer job as a scarecrow.
E) I wish they would just go back to tapping our phone lines.",E,,,,,,,
627,['Why are they eating outside of a window?'],"A) He identifies with the oppressor.
B) I was actually hoping for a boy.
C) On second thought let's skip the play.
D) Please hold your applause—there are eighteen more minutes of this.
E) Table for two, by the window. Is there a problem?",E,,,,,,,
436,['Why are they in a fish bowl?'],"A) Yeah, well your profile wasn't exactly honest either.
B) Monday mornings you want to strangle him.
C) Some guys never make it out of the plastic bag.
D) We might be empty nesters sooner than we thought.
E) In this clinic, Mr. Kramer, we call it a vasectomy.",C,,,,,,,
683,['What is this building?'],"A) Overruled, counseler. This is sweeps week.
B) I'd say your timing's a bit off.
C) You've achieved closure.
D) You won't have to drive to this clinic. Just wait in your cornfield.
E) They must have made a fortune from the wheel.",E,,,,,,,
230,['Is the road telling time?'],"A) I'm allergic to down.
B) You know, a drive in this old open roadster sure does turn back the clock!
C) If you want to get into this property you will have to move fast.
D) If you see something, say something.
E) I heard dinner needed rescuing.",B,,,,,,,
