contest_number,questions,caption_choices,answer,,,,
533,['Why are they eating at a subway?'],"A) Our chef trained at the Paris Metro.
B) The usual for you and Mrs. Zizmore?",A,,,,
450,['What caused the employees to celebrate by dancing on the table?'],"A) We'll really miss you.
B) This motion is tabled.",A,,,,
753,"['What happened to his leg?', 'What does an Amish person say to a whale?']","A) Oh I'm sorry, maybe I'd move faster if SOMEONE didn't bite my leg off.
B) After having 'caught' his white whale, Ahab quickly settled into domesticity.",A,,,,
203,['Why is there a dominatrix amongst the tiny people?'],"A) Lilliputs don't have safe words.
B) First time at Euro Disney?",B,,,,
31,['What are they talking about?'],"A) Why are you calling? He asked and I told.
B) Don't tell me it's halftime already.",B,,,,
23,['What are they talking about?'],"A) But how will we raise the kids?
B) I'm really regretting this tatoo.",A,,,,
618,['Why is there a unicorn head mounted on the wall?'],"A) Well of course they don't exist. Now.
B) Well, who told him to offer me a wish?",A,,,,
181,['why do they want to build the building?'],"A) Typical client—wants a damn Parthenon on a Stonehenge budget.
B) I don't even think the Egyptians could have pulled this off.",A,,,,
728,['How were they trapped on the island?'],"A) All my co-workers think this is just a virtual Zoom background.
B) My story isn't nearly as dramatic. The ocean came to ME.",A,,,,
61,['Where did this giant come from?'],"A) I don't know why you're so jolly—your cholesterol is through the roof.
B) i think we'll just skip the rectal exam today if that's okay with you.",A,,,,
82,['Why is the large hand pointing at them?'],"A) Listen, Satan, can I call you back?
B) But the brochure said ""all-inclusive!""",A,,,,
722,['Where did the giant piano even come from?'],"A) It's the risk we took moving to the big city.
B) The piano's in tune, but the house is a little flat.",B,,,,
198,['Why is the man tied up?'],"A) That’s smart, Eddie. The first place cops look is in the trunk.
B) The last thing he said was, 'I'm the metaphor you'll never forget.'",A,,,,
359,['Is that a man or a lamp?'],"A) And the results of the balloting will be revealed at the piñata party.
B) I miss you too, Aunt Maude, but we were hoping to speak with Mr. Jobs.",B,,,,
425,['Who died?'],"A) I thought he wanted to be shredded.
B) This cubicle has bad Feng Shui!",A,,,,
369,['What is in the picture?'],"A) Never marry a taller woman.
B) It’s my extended family.",B,,,,
691,['Why are the snowmen there?'],"A) Invite them in if you want to get rid of them.
B) No, Stephen King never wrote a book about snowmen.",A,,,,
350,['Is the politician driving his own bus?'],"A) I don't care if the unemployed are a major voting bloc.
B) Your slogan should be 'Rest assured. My wife will do it.'",B,,,,
242,['Why is the man wearing a suit and tie to the beach?'],"A) I hate the way corporate thinking has taken over surfing, man.
B) Yup, fully middle age crisis management certified...",A,,,,
325,['Why are the statues smiling?'],"A) Looks like a culture of denial.
B) What else did she say while I was away?",A,,,,
689,['Why did the knight joust a car door?'],"A) We cabbies do not like Uber's invasion.
B) But, officer, he did not yield!",B,,,,
413,['Why is the old couple robbing the other couple?'],"A) This is what we get for walking down a dark alley before 5 p.m.
B) Can you blame them? Their SNAP benefits were discontinued.",A,,,,
96,"['What are both of them looking at?', 'What is the woman thinking?']","A) Things are different now, 'Zan. Maybe we can't just live from tree to tree anymore...
B) Fine. If it's a boy, we'll call him Boy. But if it's a girl I want to call her McKenzie.",B,,,,
7,['Do they live on the Moon?'],"A) It's just the wind.
B) The realtor lied.",A,,,,
449,['Why is the wall being taken down?'],"A) Which kid do you want?
B) I'm taking up graffiti.",A,,,,
584,['Why are all the men exactly the same?'],"A) We're going to need more diversity training.
B) On second thought, bring the name tags.",B,,,,
353,['Why are the people working in there?'],"A) Sometimes I wonder whether offering free Wi-Fi is such a good idea.
B) Let's face it. One side of the bed consistently outperforms the other.",B,,,,
46,['Why are they naked?'],"A) Usually no one comes to these things.
B) First, I'd like to thank the podium.",B,,,,
381,['What are they talking about?'],"A) Shall we do this again?
B) Just lean in.",B,,,,
157,['Are they outside or in outer space?'],"A) Fake city backdrops are old news.
B) Can I offer anyone a little more oxygen?",B,,,,
386,"[""Why is there a person dressed as a dog in a doctor's office?""]","A) Do you want it in dog years?
B) Where did you sleep last night?",A,,,,
327,['Did the serpent eat the people?'],"A) Your tattoo escaped.
B) Do you think he sees us?",A,,,,
23,['What are they talking about?'],"A) You think this is weird? My sister looks like a soup can.
B) I don't have to worry about predators near modern art museums.",A,,,,
41,['Why is there a bar in a church?'],"A) They say that sunlight reveals the authenticity of the relic.
B) Hey! Who ya gotta pray to to get a drink around here?",B,,,,
181,['When will they finish?'],"A) I never should have skipped so many classes.
B) Tell me you kept the box and receipt.",B,,,,
82,['Why is the large hand pointing at them?'],"A) It's like paradise for the first few days. But you wouldn't want to live here.
B) I don't know. It's large, kind of ethereal, and pointing in a very accusatory manner.",A,,,,
582,['Why is the bike so outstretched?'],"A) The restraining order really makes this awkward.
B) Well technically, you ran the red light.",B,,,,
461,['Why is such an old plane on the runway along with commercial airliners?'],"A) You did say you wanted an earlier flight.
B) And it's made of 100% recycled material.",A,,,,
563,['Why is that person using a hamster wheel?'],"A) Move that cheese again and you'll be hearing from my lawyer.
B) It's Karma !! But who'da thunk the hamsters would inherit the earth?",B,,,,
436,"['Why are the men seated inside of a fishbowl?', 'Who put the men inside of the fishbowl?']","A) I think we both know who just farted.
B) My last office had a castle.",B,,,,
735,['What does a cake have to say?'],"A) Don't worry. It won't last.
B) You are a lot bigger in person.",B,,,,
534,['Why are the men carrying a huge snake?'],"A) Speak softly and carry a big fish.
B) How badly do we want to win?",A,,,,
274,['Why is the man trying to bring the ballerina dancer to the bar?'],"A) When people order a White Russian, that's not what they mean.
B) Honest to God, Joe, she's the best bouncer I've ever hired.",B,,,,
197,['Why does the jet have human legs?'],"A) Glass ceiling's still there.
B) She’s a lover, not a fighter.",B,,,,
571,['Why is there a huge anchor in a cafe?'],"A) I like it. Since the anchor arrived, no one has asked about my hook, my hat, or what happened to the parrot.
B) One grande, half caf, skinny, soy, latte, extra foam, chai with a twist...and a sliced throat. Comin up.",A,,,,
13,"[""What is the woman's interest/fetish, and why does she have it?""]","A) This is why I love yard sales.
B) This your first time with a psych major?",A,,,,
687,['Why is there a gigantic man there staring at two people?'],"A) Your bloated sense of self-importance is really getting out of hand.
B) It's a perfect likeness, George. Right down to the hot air.",B,,,,
638,"[""Why are the man's suspenders attached to drones?"", 'What is the man saying?']","A) Seriously? You've never tried a pair of hoveralls?
B) Because the airlines have jacked up their prices again.",A,,,,
736,"['Did the alligator eat the original owner of the cap?', 'Why is the alligator wearing a propeller hat?']","A) Your meal came with a toy?
B) It makes you look younger.",A,,,,
83,['Why are those household objects so big?'],"A) And with the price of electricity through the roof, Ellen and I are now forced to ride our bikes to work.
B) You know how it is—first you buy the giant-screen television, then nothing else seems to match.",B,,,,
720,['Why is the woman in the dress here drinking and watching this poor man?'],"A) I changed my mind. It would look better on the other side.
B) It's just as difficult to get me in bed, so don't bother.",A,,,,
96,"[""What are they looking at, and is it a threat to Jane's pregnancy?""]","A) I guess I always assumed we'd raise Dylan in the city.
B) I'm afraid we are going to have a midwife crisis.",A,,,,
722,['Why did a piano have to fall on a house?'],"A) You were right. We should have requested a fiddler on the roof.
B) Never before have I been this aware of living in a cartoon.",A,,,,
533,['Why are they having a dinner in the middle of the station?'],"A) If you see something, say something.
B) The lack of atmosphere won't last long",A,,,,
716,['Why is everyone in the kitchen booby-trapped and locked up?'],"A) Could we have outstayed our welcome?
B) If they ask about a body, just act natural.",A,,,,
237,['Why do this man have clones?'],"A) Monday mornings you want to strangle him.
B) He sold his soul to Proctor and Gamble",A,,,,
577,['What made the vendor park his food truck in a house.'],"A) Sorry, my roommate's working from home today.
B) The reviews say their anticipation is excellent.",A,,,,
722,['Who dropped the piano on the house?'],"A) We were going over the F5/E chord, but he must've heard ""E/F5"" instead.
B) 'Amazon drone delivery,' you said. 'It's so convenient,' you said.",B,,,,
203,['How did they capture the giant.'],"A) Sometimes a turret is just a turret, but not here.
B) We discovered the Internet since you were here last.",B,,,,
559,['Why is a man doing an Olympic dive off a pirate plank?'],"A) He always was a non-conformist.
B) I can't believe my eye!",B,,,,
310,"['Why is there are war going on?', 'Why are the soldiers looking in on the married couple reading?']","A) My brothers never did understand our marriage.
B) So much for starting over in a new city.",B,,,,
371,['Will the mouse kill the cat?'],"A) Unless you have 9 rounds, it's no use.
B) Calm down, I just came to get my things.",B,,,,
650,['How did the weight get on him?'],"A) I wish you'd come in when it was just a chip on your shoulder.
B) Easily the worst case of erectile dysfunction I've seen.",A,,,,
338,['What is he writing?'],"A) Oprah called, and she's still not impressed.
B) You realize a seven-foot diary is fair game.",B,,,,
263,['Why is the man up there on the ceiling?'],"A) Now don't you wish you hadn't done so many helium shots?
B) Now I think we are both having trouble with our inner ears",A,,,,
324,['Why is this man a half goat?'],"A) They're putting me in charge of mergers.
B) The goatee looked dumb on its own.",B,,,,
417,['Why is there a huge octopus attacking the bridge?'],"A) Don't blame me—I voted for the other thing.
B) First a traffic study...now a science experiment!?",A,,,,
72,['Why is the man on a tightrope outside the building?'],"A) The board just voted to remove the net.
B) I'm going out. You need anything?",A,,,,
503,['Why is Santa pulling the sleigh?'],"A) Apparently, he's never read Mark Twain.
B) Now who's laughing all the way.",B,,,,
182,['Why are the cats piled up like this?'],"A) I wasn't laid off—I just decided to pursue other interests.
B) The strangest thing, three of them are afraid of mice.",A,,,,
457,['Why is the businessman rowing?'],"A) The rest of us are from the Enron era.
B) Your last job sounds terrible.",B,,,,
726,['Why are the mosquitoes so huge?'],"A) Sorry, I can't help �?they're an endangered species.
B) To be fair, Martha, you did just kill one of their kids.",B,,,,
642,['Why is the baker being a creep?'],"A) Linda suddenly realized she had entered the hallucinatory phase of her low-carb diet.
B) Psst,lady! This cake has five times the federal standard for creme fraiche.",A,,,,
531,['What are they talking about?'],"A) Yes, it's hot. But a ceiling fan will only make things worse.
B) Billy's teacher called, Billy was caught necking during recess.",A,,,,
588,"['Why is the man on the top of a church steeple?', 'What is the woman saying on the phone?']","A) I'm not kidding. It tolls for me.
B) Like I would date a guy from Notre Dame.",B,,,,
688,['Why is the soldier wearing a receipt?'],"A) If you have any question about the acronyms, feel free to ask.
B) After the budget cuts we only get a list of the medals",B,,,,
65,"['Why is the person voting yes, agreeing with the robots and not the humans?', 'Why are the robots trying to take over the company?']","A) All those in favor of casual Friday - Raise your hands.
B) They're programmed to be idiots, Higgins. What's your excuse?",B,,,,
692,['How did the wolf become intelligent?'],"A) Sir, you chose wonderfully, they'll never know until it's too late.
B) This is more practical for work, but the zebra is just so fun.",B,,,,
714,"['Why is there a cat on top of the beach ball?', 'How can the cat stay on top of the beach ball while the ball is moving?']","A) It was times like these that Mr. Snuffles most regretted being declawed.
B) Relax dear. Dr. Schrödinger has reassured me that his cat is used to experiments.",A,,,,
20,['Why is the man so small?'],"A) He's a starter husband.
B) We met at the mini bar.",B,,,,
565,"[""Why is the doctor's paper on fire?""]","A) From the ashes, your bill will magically appear.
B) Let's just say the prognosis isn't good.",A,,,,
31,['What are they talking about?'],"A) This ain't got nuthin' to do with no labyrinth.
B) If they ask for Ted's Stud Service, I'll take it.",B,,,,
722,['Where did the giant piano even come from?'],"A) This is the only house I could find under a grand.
B) Wow! Did that just fall off the beanstalk?",A,,,,
331,['Why is a UFO following a car?'],"A) When they said, ""Take us to your leader."" I don't think they meant your mother's house.
B) Male creatures are all the same: give 'em a UFO, and the first thing they do is tailgate.",A,,,,
741,['Why does the sun or moon have a face and why is it winking at them?'],"A) No, no, no... you're definitely the first one I've brought up here.
B) We're busted. He can tell it's white Zinfandel from 238,900 miles away.",A,,,,
515,['Why are they laying on the track?'],"A) One more after this and we'll be able to meet our deductible.
B) My father always said you came from the wrong side of the tracks.",A,,,,
707,['Why is there a man carrying the globe here?'],"A) This was easier to carry when it was flat.
B) Guess I made the wrong career decision.",A,,,,
398,['What is chained up behind the house?'],"A) If their dog starts humping your leg - let it finish.
B) Be happy - looks like you're eating local tonight.",A,,,,
589,['Why is the menu so big?'],"A) It is supposed to make the prices seem more reasonable
B) Can I tell you about a few items that aren't on the menu?",B,,,,
83,['Why are the appliances giant size?'],"A) Would anyone like 1/68th of a piece of toast?
B) So, this is what upsizing is all about?",A,,,,
712,['Did the meteorite level their building?'],"A) So...we had a bad 1st quarter. It's not the end of the world.
B) Don't worry. I made them put in a perpetuity clause.",A,,,,
501,['Why are their emojis on the flag?'],"A) We've been struggling to enlist millenials.
B) Midshipman Ebert liked the movie.",A,,,,
512,['Why is the man carrying a huge rug?'],"A) No, no discount for having been to the mountain.
B) Unfortunately, we are not flexible on mats.",B,,,,
620,['What does this mean?'],"A) It's not the end of the world if he misses.
B) It's filled with styrofoam and plastic straws.",A,,,,
592,['What does a duck need to learn?'],"A) Take away the computers and they’re just sitting ducks.
B) The price of monkeys has gone through the roof.",A,,,,
756,['Why is the chameleon in therapy?'],"A) It's one thing to be cold-blooded; it's quite another to keep sticking out your tongue.
B) And just when I finally got comfortable in my own skin, she repainted the bedroom.",B,,,,
566,['Where are they sailing to?'],"A) He hasn't wanted to plunder since taking those anger management classes.
B) We'll see how affectionate he is when he finds out who ate his parrot.",B,,,,
258,['What kind of wedding is this?'],"A) Excuse me, Father, isn't it a headache i'm letting myself in for...not backache?
B) Brittany, I understand you've written Kyle's vows, which he'll now read.",B,,,,
207,['Why is his leg like that?'],"A) The only real down side is that I can't buy pants off the rack.
B) If it stays that way longer than four hours, you should call your doctor.",B,,,,
129,['Why is the submarine suit there?'],"A) Actually, the preferred term is ‘adventure surgery�?
B) You must forgive my colleague, the pressure gets to him.",A,,,,
511,['Why does the boy have a huge snow shovel?'],"A) Another life lesson, son. It's not the sword, it's the swordsman.
B) I found your brother...I'm glad we didn't use the snow blower....",B,,,,
140,['Why are there strobe lights going on near the wagon riders?'],"A) Looks like the Russians got there first!
B) Forget Oregon. I'm going to Vegas.",B,,,,
359,['Why does the person not have a normal head?'],"A) It looks like Ted is out of gumballs...meeting adjourned.
B) Those prosthetic heads are getting better and better with each war.",A,,,,
560,['Why are they in the hole?'],"A) Personally, I'm not a big fan of modern architecture.
B) I don't know what he means by 'third wheel'...",A,,,,
580,['Why is there a hammock in a castle?'],"A) Seriously, all you need is a letter from your doctor.
B) I'll be on my feet again as soon as he gets off the throne",A,,,,
674,['Why is the man and dog not afraid of the werewolf?'],"A) I'll never complain about having to clean up after you again.
B) Kinda puts going to the vet in perspective, doesn't it?",B,,,,
712,['Did the meteorite level their building?'],"A) We are fully insured.
B) One last thing ...",B,,,,
121,['What are the men talking about?'],"A) Yeah, that one's funny, too. Next.
B) I would've never figured you for a Marxist.",A,,,,
365,['Why are they letting the cop stay there?'],"A) Any questions?
B) I smell a horse.",B,,,,
594,['Why are the trees alive?'],"A) I remember them from last year. They must be perennials.
B) Remember when we used to cross-pollinate like that?",A,,,,
193,['Why are there people with strings coming out of them in a house?'],"A) We've finally taken control of our lives.
B) This is why I suggested a threesome.",B,,,,
523,['Why is the room full of monkeys?'],"A) I don't mind the monkey see as much as the monkey doo.
B) The stager says this is how we'll sell the house.",A,,,,
656,"['Why is the patient playing a guitar?', 'What is the therapist saying or writing down?']","A) Fortunately, our time is up.
B) How long have you felt strung out?",A,,,,
595,['What is the snowman shopping for?'],"A) He keeps asking me if I'm married.
B) Don't worry. He won't last long.",B,,,,
512,['Why is the man carrying a huge rug?'],"A) No, no discount for having been to the mountain.
B) Unfortunately, we are not flexible on mats.",B,,,,
36,['Why is the man so fat and pregnant looking?'],"A) She told me she had protection.
B) It's not like you weren't there too.",A,,,,
321,['Why are there cracks in the floor in the bedroom?'],"A) It depends on how you see it, as a deficit or an opportunity.
B) So your biggest concern is my pronunciation of the word ‘crevasse�?",B,,,,
675,"['Why is there an astronaut and diver at a party?', 'What is the drunk lady saying to them?']","A) You two seem oddly suited.
B) I just love a guy in a suit.",A,,,,
732,['Why is a teddy bear on the stand at court?'],"A) Where were you between the hours of beddy-bye and nighty-night?
B) We're investigating your claim that you're a Steiff heir.",A,,,,
219,['Why are the grand pianos piled up together?'],"A) It's on loan from Christie Brinkley's collection
B) I don't play. I just really hate elephants.",B,,,,
170,"[""Why is the man carrying around a turkey while he's at work?""]","A) The label said, ""Free Range Tofu.""
B) I was actually hoping for a boy.",B,,,,
555,['Why is the shark trying to eat the mannequin?'],"A) I don't think it's fresh.
B) Needs dressing.",B,,,,
584,['How did the man clone himself?'],"A) We're going to need more diversity training.
B) On second thought, bring the name tags.",B,,,,
716,['What do they need the traps for?'],"A) The listing did say kitchen to die for.
B) The hardest part is keeping it off.",A,,,,
530,['Why is the sword so huge?'],"A) It's a myth that we shoot the messenger.
B) We could also go with a chandelier.",B,,,,
422,['Why does the turtle of things under its shell?'],"A) I'm working from home.
B) The downside is yet to come.",A,,,,
691,['Why are the snowmen there?'],"A) I always feel safer in the summer.
B) See? Now they ALL want scarves.",B,,,,
559,['Why is the man happy to jump the plank?'],"A) Let's just shoot the next one.
B) ""It's the Death with Dignity Act"".",A,,,,
704,['Why are the men carrying tubas?'],"A) Is this the lobby?
B) No, you come in on four.",B,,,,
703,['Why is an alligator in a restaurant?'],"A) We asked the flooring company for red tiles, but it autocorrected to rep-tiles.
B) See? He keeps coming back because you threw her a cornflake last time.",A,,,,
339,['Is that really Superman?'],"A) Since Lois left me I enjoy the pat-down.
B) I'm always amazed these things actually fly.",B,,,,
584,['Why are all the men exactly the same?'],"A) No, I ordered 100 CPUs.
B) Describe him.",B,,,,
639,['Why does the man have such long hair?'],"A) My love for you transcends traditional gender roles.
B) I'm supposed to call my doctor if it lasts more than 4 hours.",B,,,,
312,['What is he saying to the lion?'],"A) and then I hired an image consultant...
B) If you can't eat 'em, join 'em.",B,,,,
231,"['Why is a Sasquatch in a hospital bed.', 'What is the doctor saying to the nurse?']","A) Thus far the clinical trials have shown no serious side effects.
B) We were as shocked as you were that you’re a donor match.",B,,,,
645,['Why are the people so tiny?'],"A) The previous owners were a sweet elderly couple, but a tad slow on their feet.
B) The seller is highly motivated and will throw in a year of green fees.",A,,,,
572,['Why is there a huge beachball in a pool?'],"A) If size didn't matter we'd all be swimming.
B) Can I borrow a safety pin for about 5 seconds?",A,,,,
167,['Why are the politicians in the forest?'],"A) -and someday, this will all be firewood.
B) Read my lips—no new taxidermy.",B,,,,
213,['Why is the man hammering a plaque in bed?'],"A) Iím pretty sure when He said to tell all your followers, He meant on Twitter.
B) They ignored your first ten. What makes you think you'll do any better with these?",B,,,,
199,['Why is the man wearing swim trunks and a snorkel in the courtroom?'],"A) Well, the menu did say ‘Chose your own lobster.�?B) Exactly HOW am I NOT well-suited for the jury pool?",A,,,,
226,['Why is the doctor an alien?'],"A) You won't even remember that you were here.
B) There’s a cure—but it’s light-years away.",B,,,,
512,['Why is the man carrying a huge rug?'],"A) I'm guessing it's been a while since your last class.
B) I don't care whether or not it ties the room together.",B,,,,
688,['What is the paper coming out of his pocket?'],"A) I was stationed at CVS during the war on drugs.
B) Instead of a printer ribbon, it's a ribbon printer.",A,,,,
352,['Why is the old man there?'],"A) They're downsizing on Olympus, too.
B) The window cleaner brings a pastry.",B,,,,
723,['Why are the cats and dogs playing music?'],"A) A little more on the Woofer
B) Two Dog Two Cat Night",A,,,,
647,['Why is a man on skis and not water skis going off the ramp?'],"A) Yes, I do feel sometimes like evolution has passed me by.
B) Oh, shit! What if your sister-in-law is also right about God?",B,,,,
530,['Why is the sword so huge?'],"A) Your overhead is going to kill you.
B) Compensating for something, are we?",A,,,,
679,['Why are there cacti next to that throne?'],"A) Get rid of the ones that are not phallic.
B) Oh, you said assemble the caucus...",B,,,,
151,['What could this man be doing with pencils that large?'],"A) ‘How many accountants does it take to sharpen a pencil?�?you ask? In this case five.
B) No my desk is on 11, but I work reception when he terrorizes Tokyo on his lunch break.",A,,,,
740,['Why is there a bull in a china shop?'],"A) Things just weren't working out for him on Wall Street
B) I am impressed. Yes, indeed he is a Red Angus.",A,,,,
642,['Why is there a baker in the alley selling pancakes?'],"A) Psst. Carbohydrates here.
B) It's alley mode.",B,,,,
566,['Where are they sailing to?'],"A) The Canary Islands? Who told him we should go there?
B) YOU tell the Cap'n it's not a set of bag pipes!",A,,,,
500,['Why is the man riding a seahorse?'],"A) So, did anything weird happen while I was gone?
B) It's big and blue. You can't miss it.",B,,,,
601,['Why does the cactus have legs?'],"A) Sheriff Arpaio, we're joggers, not Mexicans.
B) I thought you said it wouldn't need much attention.",B,,,,
231,['Why was the man in the hospital for a long time?'],"A) Thus far the clinical trials have shown no serious side effects.
B) We were as shocked as you were that you’re a donor match.",B,,,,
376,"['Why is the woman sleeping with a model of the US Capitol in her bed?', 'What is the woman saying?']","A) I said bisexual, not bipartisan.
B) Majority whip tonight?",B,,,,
53,"['Is the woman married to this insect?', 'What kind of bug is it?']","A) Would your mother find chilled larvae in a light honey glaze too waspy?
B) Who do you want to invite for a fourth hand at bridge on Friday?",A,,,,
86,['Why are the tanks prepared for battle in a peaceful looking area?'],"A) Well, these Halliburton overseas assignments aren't what they used to be...
B) Tom, I think you should stop shouting ‘Bombs away!�?every time you drive the ball.",B,,,,
739,"[""Why is the dog wearing people's clothes?""]","A) You don't need a suit -- you're only seven. He's forty-nine.
B) But you can't wear a dog collar -- we're Presbyterian.",A,,,,
321,['Who made these holes?'],"A) Within any marriage, it's easy to find faults.
B) Don't think I didn't hear you come in last night.",B,,,,
351,"['Why is the farmer in the city in the first place?', 'Why is he trying to get sheep onto the car?']","A) Sheep Meadow? No, we wanna see the Seinfeld diner.
B) She left them alone but they didn't come home.",A,,,,
560,"['Why are the cavemen in a hole?', 'What is the caveman saying to the cavewoman?']","A) Looks like they got a new bouncer.
B) So this is how the 1% live.",B,,,,
708,['Why is the person wearing armor?'],"A) Paella? I wasn't expecting the Spanish Inquisition.
B) Fine—next time you slay the dragon and I'll cook.",B,,,,
335,['What happened to the horses?'],"A) Meanwhile, across the pond, they held the 2012 Austerity Derby.
B) And they said my career was over after ‘The Godfather�?",B,,,,
234,['Why is the horse skeleton still standing there and not in a grave?'],"A) This is the last time I park on this side of town!
B) You sure looked a lot better in the show room.",A,,,,
106,['What is that monkey doing on a typewriter?'],"A) Sorry, guys. It's another rejection letter.
B) According to the data we're still all monkeys.",A,,,,
530,"['Why is the sword so big?', 'What is the scribe reading to the king?']","A) Your overhead is going to kill you.
B) Compensating for something, are we?",A,,,,
151,['What could this man be doing with pencils that large?'],"A) And no, this policy does not apply to the bonuses.
B) Let's continue this discussion over a hot barrel of coffee.",B,,,,
555,['Why is the shark trying to eat the mannequin?'],"A) You're the one who said I wasn't eating enough fiber.
B) They last longer, but they won't get you on the news.",A,,,,
211,['How can this man breathe?'],"A) No! You'll just spend it on booze.
B) One of us is in the wrong movie.",B,,,,
108,"[""How come the cave people don't have a house?""]",,,,,,
B) ’He's always thinking outside the rock.�?,,,,,,,
580,"['Why is the guard in a hammock?', 'What is the lounging guard saying?']","A) I kind of like it when he's away on the Crusades.
B) Read your job description again, buddy.",A,,,,
355,"['What is the turkey saying?', 'Why is the turkey wearing ladies accessories?']","A) What happens in November, stays in November.
B) Don’t laugh, it got my uncle out of the army.",B,,,,
674,['Why is the man and dog not afraid of the werewolf?'],"A) Well, at least try to pee.
B) Let's let him keep your ball.",B,,,,
218,['Does the man on top feel awkward?'],"A) It says Martha Stewart once lived here.
B) The elements won't separate us much longer.",A,,,,
712,['Why are there lizard monsters?'],"A) Well, at least this will give the creationists something to think about
B) I don't know about you, but I can't wait for this day to end.",B,,,,
583,"['What did the man do to end up in the stocks?', 'Why did they choose such an old method of punishment for the man?']","A) Things haven't changed much in Salem, have they?
B) So much for the suggestion box being anonymous",B,,,,
715,['How did he get cracked?'],"A) No, actually I fell off the wagon.
B) On the bright side we can eat indoors again.",A,,,,
546,['Why are the dolphins forming an island?'],"A) What's happening on your side?
B) Also the schools are better",A,,,,
31,['What is the bull saying to the bartender?'],"A) Go right ahead, call the police. Tell them you just served alcohol to a minor.
B) If I'm not back at the maze by eight, my wife reels in the damn string.",B,,,,
241,['How did that shark get there?'],"A) You're nothing like my last boyfriend.
B) An optimist would see sushi.",B,,,,
23,['What are they talking about?'],"A) But how will we raise the kids?
B) I'm really regretting this tatoo.",A,,,,
559,['Why is a man doing an Olympic dive off a pirate plank?'],"A) Let's just shoot the next one.
B) ""It's the Death with Dignity Act"".",A,,,,
530,['Why is there a giant knife?'],"A) Your overhead is going to kill you.
B) Compensating for something, are we?",A,,,,
146,['What is the job?'],"A) Am I right in assuming you're working on your drawing skills?
B) It was a rough divorce, but she didn't get the Happy Face.",B,,,,
559,['Why is the man happy to jump the plank?'],"A) He's taking it better than I expected.
B) No one likes a show-off, Ted.",A,,,,
402,['Why are there cave paintings of deer on the grass?'],"A) How do I tell he from she eh?
B) Me thought Ugg just bad artist.",B,,,,
503,['Have the reindeer rebelled?'],"A) Apparently, he's never read Mark Twain.
B) Now who's laughing all the way.",B,,,,
326,['Why is the octopus on the sofa?'],"A) I keep forming inappropriate attachments.
B) Can we do another Rorschach test?",A,,,,
65,"['Why is the person voting yes, agreeing with the robots and not the humans?', 'Why are the robots trying to take over the company?']","A) You're voting with your pacemaker again, Hargrove!
B) So, this is what we get from engineering?",A,,,,
27,"['Why do the men have parrots on their shoulders?', ""Why doesn't the man who is standing have a parrot on his shoulder?""]","A) Things haven't been the same since we merged with Nabisco.
B) Shut up, Bob, everyone knows your parrot's a clip-on.",B,,,,
247,['Why is the barrel of monkeys so huge?'],"A) ...and then the laughter stopped.
B) Personally, I think Prozac is a lot easier.",B,,,,
527,['Why is the farmer greeting a spaceman?'],"A) You voted Leave, didn’t you?
B) How long have you been on Match.com?",A,,,,
30,['Why is the stranger there?'],"A) Instead of an expensive, invasive procedure, we've decided to beat it out of you.
B) ""And don't bother getting a second opinion ... nobody has disagreed with me yet"".",A,,,,
376,['Why is the woman in bed with a White House replica?'],"A) I said bisexual, not bipartisan.
B) Majority whip tonight?",B,,,,
377,['Why is there a huge rat in the house?'],"A) Did you just order 100 cheese pizzas?
B) We are so proud of our Rodent Scholar.",A,,,,
501,['Why are there social media icons on the flag?'],"A) This is step one. Next we slip in some ads.
B) Friends don't let friends text and hoist.",A,,,,
630,['Why is the beach flooded?'],"A) They won't be laughing when the tide goes out.
B) Is your mom still in the lounge chair?",B,,,,
130,['why is the person stuck inside of the snowman?'],"A) Last year he was the Grinch.
B) It's mostly water weight.",B,,,,
692,['Why is the wolf trying on costumes?'],"A) Sir, you chose wonderfully, they'll never know until it's too late.
B) This is more practical for work, but the zebra is just so fun.",B,,,,
30,['Why is the stranger there?'],"A) Good news! We have a solid lead on who stole your liver.
B) Would you care to review the privacy waiver one more time?",A,,,,
269,['What is the cat telling them?'],"A) I didn't get where I am by trying to please.
B) It's another big-budget screenplay about humans.",A,,,,
148,['What was the crime that was committed?'],"A) It’s always a problem for us when a crime is committed on Halloween.
B) OK lady, which one of these mugs made you eat that third dessert?",A,,,,
720,"['Who is the women having a glass of wine on the mountain?', 'Will Sisyphus ever find release from his turmoil?']","A) How's your quarantine going?
B) Now imagine having to do that in heels",B,,,,
562,['Why is both fish and bird in the same environment (air or water) at the same time?'],"A) But where would we raise the kids?
B) Your profile did say ""Wet & Wild"".",A,,,,
707,['What is going on in this picture?'],"A) Next week, I'll move Heaven for you.
B) What do you mean JUST a project manager?",A,,,,
179,['What happened to the doctor to cause all of those injuries?'],"A) Until I recover, let's just assume your prostate is fine.
B) I guess I didn't explain the side effects, did I?",A,,,,
708,['Why is a knight in the kitchen?'],"A) Does this make me look middle aged?
B) Technically, I did grab a plate.",A,,,,
570,['Why are the birds on him?'],"A) ...and here come the bees.
B) Didn't you hate that movie?",A,,,,
707,['Why is does he have a globe of Earth on his back?'],"A) My chiropractor said to bend at the knees.
B) Because not everyone gets to work from home, Joyce",B,,,,
